# room	name	n_truth_corners	IoU	truth_xy	est_xy
# Regenerated from the 594-room run so the mosaic samples the WHOLE corpus.
358	e9zR4mvMWw7_5a03fdefad7a46f4abaf1b2b924ec153	6	0.9880	5.0200,-0.5900 5.0200,1.4000 -0.3800,1.4000 -0.3800,0.3900 -3.7900,0.3900 -3.7900,-0.5900	-3.7800,-0.6200 5.0400,-0.5600 5.0200,1.4300 -0.3800,1.3900 -0.3700,0.3800 -3.7800,0.3600
359	e9zR4mvMWw7_5d711de78dbd400aa4cfd51fc05dfbee	6	0.9740	3.3400,-1.7800 3.3400,-0.6100 6.2900,-0.6100 6.2900,0.3900 -2.0000,0.3900 -2.0000,-1.7800	-2.0000,-1.7800 3.3400,-1.7700 3.3400,-0.6000 6.2900,-0.5900 6.2900,0.4200 -2.0100,0.3900
360	e9zR4mvMWw7_6a856f5cb71645558f9f9ee069f37f1b	8	0.9930	8.2800,-0.7200 8.2800,1.7700 0.9300,1.7700 0.9300,2.9300 2.1200,2.9300 2.1200,7.9900 -2.7500,7.9900 -2.7500,-0.7200	-2.7600,7.9800 -2.7500,-0.7200 8.2800,-0.7000 8.2700,1.7900 0.9200,1.7800 0.9200,1.9100 0.8300,1.9100 0.8300,2.7700 0.9200,2.7700 0.9200,2.9300 2.0000,2.9300 2.0000,3.8700 2.1100,3.8700 2.1100,7.9900
361	e9zR4mvMWw7_a5b1928b6c1144bf8b7fda2317debf08	8	0.9900	0.7000,-1.6000 0.7000,0.1000 1.3000,0.1000 1.3000,1.0500 0.3100,1.0500 0.3100,1.9100 -2.8100,1.9100 -2.8100,-1.6000	-2.8100,-1.6100 0.3200,-1.6100 0.3200,-1.5700 0.7000,-1.5700 0.7100,-0.0500 0.3200,-0.0500 0.3200,0.0900 1.3000,0.0900 1.3000,1.0400 0.3200,1.0400 0.3200,1.9000 -2.8100,1.9100
362	e9zR4mvMWw7_c904c55a5d0e420bbd6e4e030b9fe5b4	6	0.9900	4.3300,-1.1100 4.3300,3.6000 -4.3400,3.6000 -4.3400,-0.2000 -0.6500,-0.2000 -0.6500,-1.1100	-4.3400,-0.1600 -0.6500,-0.1800 -0.6600,-1.0900 4.3200,-1.1200 4.3500,3.6000 -4.3200,3.6500
363	e9zR4mvMWw7_f624a40d100144e696a39abe258ee090	6	0.9870	2.3200,-1.3300 2.3200,3.4700 -6.8900,3.4700 -6.8900,-0.3100 -2.5900,-0.3100 -2.5900,-1.3300	-6.9000,-0.2700 -2.6000,-0.2900 -2.6100,-1.3100 2.3100,-1.3400 2.3300,3.4700 2.0400,3.4700 2.0400,3.3400 1.3300,3.3500 1.3300,3.4700 -6.8800,3.5100
364	e9zR4mvMWw7_f6c327acf9884d988714467217d67dcd	8	0.9930	2.9700,-6.6800 2.9700,2.0300 -9.0800,2.0300 -9.0800,-0.4600 -0.6300,-0.4600 -0.6300,-1.5200 -1.7700,-1.5200 -1.7700,-6.6800	-1.7600,-6.6700 2.9700,-6.6800 3.0000,2.0200 -9.0600,2.0600 -9.0600,-0.4400 -0.6100,-0.4600 -0.6100,-1.5200 -1.7500,-1.5200
365	e9zR4mvMWw7_f8d915e2d06a4ff8ab6f4cdaf3e42295	6	0.9840	0.5400,-1.6100 0.5400,2.2100 1.2600,2.2100 1.2600,4.9400 -4.1700,4.9400 -4.1700,-1.6100	-4.1900,-1.5700 0.5100,-1.6300 0.5600,2.1900 1.2800,2.1900 1.3100,4.9100 -4.1100,4.9800 -4.1200,4.2100 -3.9500,4.2100 -3.9600,3.7400 -4.1200,3.7400
366	fzynW3qQPVF_2cc420cf791c45c1b618382ab9fdb9b2	6	0.9840	1.3100,-8.6300 1.3100,-4.2200 0.6500,-4.2200 0.6500,1.6100 -0.9100,1.6100 -0.9100,-8.6300	-0.9600,1.6100 -0.9100,-8.6200 1.3200,-8.6100 1.2900,-4.2100 0.6300,-4.2100 0.6000,1.6200
367	fzynW3qQPVF_522f93cfd1c441bfab873cd3442256bb	10	0.9930	2.3400,-3.8400 2.3400,3.5500 -2.8400,3.5500 -2.8400,5.4300 -4.2800,5.4300 -4.2800,-1.7000 -3.0700,-1.7000 -3.0700,-1.2500 -0.0600,-1.2500 -0.0600,-3.8400	-0.0500,-3.8400 2.3600,-3.8300 2.3300,3.5700 -2.9500,3.5500 -2.9500,5.4300 -4.2900,5.4200 -4.2700,-1.2600 -4.2300,-1.2600 -4.2300,-1.7100 -3.0600,-1.7000 -3.0700,-1.2500 -0.0600,-1.2400
368	fzynW3qQPVF_93d81a30e96f40f5a07c7a1e6d67b487	10	0.9960	1.1600,-2.9600 1.1600,0.8400 0.0400,0.8400 0.0400,2.9700 -0.9000,2.9700 -0.9000,0.8000 -1.3800,0.8000 -1.3800,2.1000 -3.5500,2.1000 -3.5500,-2.9600	-3.5400,-2.9700 1.1700,-2.9600 1.1600,0.8100 0.0500,0.8000 0.0400,2.9700 -0.9100,2.9600 -0.9000,0.8000 -1.3800,0.8000 -1.3800,2.1000 -3.5500,2.0900
369	fzynW3qQPVF_d45bc7c06ffe437f827edbec486589e6	6	0.9850	8.0800,-0.8200 8.0800,1.7900 3.1400,1.7900 3.1400,0.7500 -2.7500,0.7500 -2.7500,-0.8200	-2.7400,-0.8500 5.9100,-0.8200 5.9100,-0.6500 6.5900,-0.6500 6.5900,-0.8200 8.0900,-0.8100 8.0800,1.8000 3.1400,1.7800 3.1400,0.7500 -2.7500,0.7200
370	fzynW3qQPVF_e04ee80e0ad949b6867eb233c023f270	8	0.9920	5.7500,-1.2600 5.7500,3.6300 8.1700,3.6300 8.1700,5.2500 1.0100,5.2500 1.0100,1.0400 -1.4500,1.0400 -1.4500,-1.2600	-1.4400,-1.2500 5.7600,-1.2400 5.7500,3.6600 8.1700,3.6600 8.1700,5.2700 1.0100,5.2600 1.0100,1.0600 -1.4400,1.0500
371	gTV8FGcVJC9_3d8a7ef8ace848de93dadc773b2d436d	8	0.9750	5.1900,-1.1300 5.1900,4.4800 -1.1800,4.4800 -1.1800,1.1300 -8.2300,1.1300 -8.2300,-0.5200 -1.1800,-0.5200 -1.1800,-1.1300	-1.2000,-1.1100 3.9800,-1.1400 3.9800,-1.0500 5.1700,-1.0600 5.2100,4.3500 4.2200,4.3500 4.2200,4.4700 -1.1600,4.5000 -1.1800,1.1500 -6.8200,1.1800 -6.8200,1.0100 -8.2300,1.0200 -8.2400,-0.4600 -1.1900,-0.5000
372	gTV8FGcVJC9_4c328fadee7746aaa3bc81984c4bce68	8	0.9930	1.0000,-4.4100 1.0000,5.4500 -0.9700,5.4500 -0.9700,2.3800 -1.7600,2.3800 -1.7600,1.3200 -0.9700,1.3200 -0.9700,-4.4100	-0.9900,5.4600 -0.9800,2.3900 -1.7600,2.3800 -1.7600,1.3200 -0.9800,1.3300 -0.9600,-4.4000 0.8300,-4.4000 0.8300,-3.8800 1.0100,-3.8800 0.9800,5.4600
373	gTV8FGcVJC9_d99257204fff475ab4fb92677ac86dff	6	0.9870	0.8900,-2.4500 0.8900,6.8900 -4.8100,6.8900 -4.8100,-0.6000 -0.7600,-0.6000 -0.7600,-2.4500	-4.7400,6.8800 -4.7300,5.0400 -4.8200,5.0400 -4.7800,-0.6200 -0.7600,-0.6000 -0.7500,-2.4400 0.9300,-2.4300 0.8800,6.0400 0.7000,6.0300 0.7000,6.9100
374	i5noydFURQK_09032e947ac442f3bd01ad3b4f4e1b13	8	0.9880	3.8200,-7.7200 3.8200,-2.2100 6.9200,-2.2100 6.9200,1.3500 3.3400,1.3500 3.3400,0.6100 -0.5400,0.6100 -0.5400,-7.7200	-0.5100,-6.6600 -0.4100,-6.6600 -0.4100,-7.7300 3.7600,-7.7200 3.7600,-4.7800 3.6700,-4.7800 3.6700,-4.2300 3.8400,-4.2300 3.8300,-2.2100 6.9400,-2.2000 6.9300,1.3600 3.3400,1.3500 3.3400,0.6200 -0.5300,0.6100
375	i5noydFURQK_37fc3df516b34c7b95d95c9097151ad9	12	0.9740	2.7400,-0.6400 2.7400,2.4300 3.6600,2.4300 3.6600,3.9900 -2.3100,3.9900 -2.3100,-0.6400 -0.4900,-0.6400 -0.4900,-2.2100 -1.2000,-2.2100 -1.2000,-5.1400 0.4000,-5.1400 0.4000,-0.6400	-1.2500,-5.1400 0.3500,-5.1500 0.3800,-0.6500 2.7300,-0.6700 2.7500,2.6100 3.6700,2.6000 3.6800,3.9500 -2.2800,4.0000 -2.3200,-0.6300 -0.5000,-0.6400 -0.5100,-2.2200 -1.2300,-2.2100
376	i5noydFURQK_3a4c65b97ebb4b4fb888a262586c3fa7	10	0.9790	3.4000,-2.7900 3.4000,1.7900 2.4200,1.7900 2.4200,2.3200 0.0300,2.3200 0.0300,1.7900 -1.2100,1.7900 -1.2100,-0.5500 -0.1700,-0.5500 -0.1700,-2.7900	-0.0900,-2.8100 3.4100,-2.8000 3.4000,1.7700 2.4100,1.7700 2.4100,2.2900 0.0200,2.2900 0.0200,1.8000 -0.1000,1.8000 -0.1000,1.7600 -1.2100,1.7600 -1.2000,-0.5900 -0.1000,-0.5900
377	i5noydFURQK_433a39089bf94c7994e39d5e7115cd02	6	1.0000	2.4400,-3.0400 2.4400,0.6000 -2.1200,0.6000 -2.1200,-0.3300 -2.7200,-0.3300 -2.7200,-3.0400	-2.7100,-3.0400 2.4400,-3.0400 2.4400,0.6000 -2.1200,0.6000 -2.1200,-0.3300 -2.7100,-0.3300
378	i5noydFURQK_4dcc93d2006646e19f9b2748dcb4f860	6	0.9890	4.2100,-0.5800 4.2100,3.8600 -0.7600,3.8600 -0.7600,0.8000 -1.4500,0.8000 -1.4500,-0.5800	-1.4600,-0.5700 4.1900,-0.5800 4.2000,3.8600 -0.7700,3.8700 -0.7800,0.8000 -1.4600,0.8100
379	i5noydFURQK_57bdea1f5113402d9b4a65450e030424	10	0.9960	2.5500,-2.1000 2.5500,3.7400 -1.9000,3.7400 -1.9000,1.9000 -3.6700,1.9000 -3.6700,1.0000 -1.9000,1.0000 -1.9000,-1.2500 1.0300,-1.2500 1.0300,-2.1000	1.0400,-2.1100 2.5600,-2.1000 2.5500,3.7400 -1.9000,3.7300 -1.9000,1.8900 -3.6600,1.8800 -3.6600,0.9700 -1.8900,0.9700 -1.8900,-1.2700 1.0300,-1.2600
380	i5noydFURQK_5f1b89f0e0f341849fcdab381165cd26	6	0.9940	5.3700,-0.7800 5.3700,3.8700 0.1600,3.8700 0.1600,0.7100 -0.5700,0.7100 -0.5700,-0.7800	-0.5900,-0.7700 5.3500,-0.8000 5.3800,3.8500 0.1700,3.8700 0.1500,0.7200 -0.5800,0.7300
381	i5noydFURQK_81309402fcf041df881e7aca01b8b4f2	10	0.9800	3.9500,-1.7500 3.9500,0.3400 7.7800,0.3400 7.7800,1.2800 3.9500,1.2800 3.9500,3.6700 0.7700,3.6700 0.7700,4.3400 -0.6800,4.3400 -0.6800,-1.7500	-0.7100,-1.7200 3.9200,-1.7700 3.9400,0.3200 7.7700,0.2800 7.7800,1.2300 3.9500,1.2700 3.9700,3.6600 0.8100,3.6900 0.8100,4.3600 -0.6500,4.3800
382	i5noydFURQK_902b0496eeb94742995708a15c69bb26	8	0.9840	0.5200,-10.3500 0.5200,-5.4700 3.8700,-5.4700 3.8700,0.6200 -0.7400,0.6200 -0.7400,-3.1700 -1.9200,-3.1700 -1.9200,-10.3500	-1.9500,-10.3400 0.4900,-10.3500 0.5200,-5.4700 3.8600,-5.4900 3.8900,-0.7300 3.7000,-0.7300 3.7000,-0.1700 3.8900,-0.1700 3.9000,0.6100 -0.7200,0.6300 -0.7400,-3.1600 -1.9100,-3.1600
384	i5noydFURQK_bf86bc749f794739a74bac109ec2f4ef	6	0.9440	0.7000,-2.2200 0.7000,1.1900 -2.9000,1.1900 -2.9000,-2.9100 -1.5400,-2.9100 -1.5400,-2.2200	-2.9200,-2.9300 -1.5600,-2.9600 -1.5400,-2.2700 -0.3100,-2.2900 -0.3100,-2.2000 0.6900,-2.2200 0.7700,1.0900 -2.8300,1.1700
385	i5noydFURQK_e6ac6b13b27c41b28df5d51a7e26549d	6	0.9670	1.2000,-1.7400 1.2000,-0.5600 0.7600,-0.5600 0.7600,1.7400 -2.6500,1.7400 -2.6500,-1.7400	-2.7000,-1.7500 1.1400,-1.8200 1.1600,-0.6400 0.7300,-0.6300 0.7700,1.6800 -2.6400,1.7300
386	i5noydFURQK_f9e969d895654fb5b82a1366e0b72762	6	0.9880	3.7500,-3.0600 3.7500,2.0200 0.7600,2.0200 0.7600,2.8100 -0.7300,2.8100 -0.7300,-3.0600	-0.7300,-3.0300 3.7500,-3.0400 3.7600,1.9100 2.9300,1.9200 2.9300,1.8700 2.5300,1.8700 2.5300,2.0400 0.7400,2.0400 0.7400,2.8300 -0.7200,2.8300
387	i5noydFURQK_fae6e14f539d49e6ae5007da3497e6fa	6	0.9930	1.7800,-0.5900 1.7800,0.7200 1.3500,0.7200 1.3500,3.2000 -2.1300,3.2000 -2.1300,-0.5900	-2.1100,-0.6000 1.3800,-0.5800 1.3800,-0.5400 1.8000,-0.5400 1.8000,0.7300 1.3700,0.7300 1.3600,3.2100 -2.1300,3.1900
388	jh4fc5c5qoQ_3182b6eba9ce405f9e1c0af86cc6b862	6	0.9910	6.6100,-1.3700 6.6100,0.3600 4.4400,0.3600 4.4400,2.7000 -1.4100,2.7000 -1.4100,-1.3700	-1.4200,-1.3600 6.6000,-1.3900 6.6000,0.3500 4.4300,0.3600 4.4400,2.6900 -1.4000,2.7200
389	jh4fc5c5qoQ_6ab11272308c46068c9ae583da8ff311	10	1.0000	4.5200,-1.5500 4.5200,2.3000 1.7000,2.3000 1.7000,4.0800 0.7000,4.0800 0.7000,2.3000 -0.1700,2.3000 -0.1700,0.9700 -2.9700,0.9700 -2.9700,-1.5500	-2.9600,-1.5500 4.5200,-1.5400 4.5100,2.3100 1.7000,2.3000 1.7000,4.0800 0.7000,4.0800 0.7000,2.3000 -0.1800,2.3000 -0.1700,0.9800 -2.9700,0.9700
390	jh4fc5c5qoQ_97739a403b984dcd8253741a073b18dd	6	0.9910	5.4700,-1.3700 5.4700,0.3100 2.9500,0.3100 2.9500,2.7400 -2.7400,2.7400 -2.7400,-1.3700	-2.7500,-1.3800 5.4600,-1.3600 5.4600,0.3300 2.9400,0.3200 2.9400,2.7500 -2.7600,2.7300
391	jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c	6	0.9900	3.2000,-1.2300 3.2000,0.5300 0.9300,0.5300 0.9300,2.8100 -4.8600,2.8100 -4.8600,-1.2300	-4.8700,-1.2100 3.1800,-1.2700 3.2000,0.5200 0.9300,0.5300 0.9500,2.8000 -3.9400,2.8300 -3.9400,2.7400 -4.8400,2.7400
392	jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6	8	0.9880	-0.0900,-2.9100 -0.0900,-0.7100 2.3000,-0.7100 2.3000,-2.4300 7.9200,-2.4300 7.9200,1.0200 -2.8700,1.0200 -2.8700,-2.9100	2.2900,-2.4200 7.9100,-2.4600 7.9300,0.9900 -2.8600,1.0600 -2.8900,-2.8600 -0.1100,-2.8800 -0.0900,-0.6900 2.3000,-0.7000
393	jtcxE69GiFV_29d51ea54a5040098e9b1ba6eaa1f5bd	8	0.9940	2.0800,-1.3700 2.0800,4.3400 -2.1300,4.3400 -2.1300,3.2200 -4.7200,3.2200 -4.7200,0.7500 -2.1300,0.7500 -2.1300,-1.3700	-4.7100,0.7300 -2.1200,0.7300 -2.1100,-1.3800 1.1100,-1.3700 1.1100,-1.2000 1.5000,-1.2000 1.5000,-1.2000 2.0900,-1.2000 2.0700,4.3400 -2.1300,4.3200 -2.1300,3.2100 -4.7200,3.2000
394	jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e	6	0.9950	4.3500,-0.5000 4.3500,5.0100 0.1700,5.0100 0.1700,0.5900 -2.4100,0.5900 -2.4100,-0.5000	-2.4100,0.6000 -2.4200,-0.4800 4.3400,-0.5200 4.3700,4.9900 0.1900,5.0100 0.1700,0.5900
395	jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99	6	0.9940	0.6200,-0.6700 0.6200,0.4100 2.9900,0.4100 2.9900,4.1900 -3.9400,4.1900 -3.9400,-0.6700	-3.9300,-0.6700 0.6300,-0.6700 0.6300,0.4100 3.0000,0.4100 2.9900,4.1100 1.4100,4.1100 1.4100,4.2000 -3.1700,4.1900 -3.1700,4.0300 -3.5700,4.0300 -3.5700,4.1900 -3.9400,4.1900
396	jtcxE69GiFV_67790605390f4d439c3c59395967ec84	8	0.9740	5.1600,-2.0200 5.1600,1.6600 -5.6800,1.6600 -5.6800,-1.7200 -2.0200,-1.7200 -2.0200,-0.8200 0.5500,-0.8200 0.5500,-2.0200	0.5400,-2.0100 5.1500,-2.0500 5.1800,1.6300 -1.9600,1.6900 -1.9600,1.5200 -2.5500,1.5300 -2.5500,1.5200 -3.4900,1.5300 -3.4900,1.7000 -4.1500,1.7000 -4.1500,1.5200 -4.6200,1.5300 -4.6200,1.6100 -5.6600,1.6100 -5.6900,-1.5800 -4.5300,-1.5900 -4.5300,-1.6800 -2.0200,-1.7000 -2.0100,-0.8000 0.5500,-0.8200
397	jtcxE69GiFV_7ca707708ef54c5bac2992d05d4f1408	6	0.9890	0.7800,-3.3900 0.7800,0.6100 -3.0400,0.6100 -3.0400,-2.5800 -0.3600,-2.5800 -0.3600,-3.3900	-0.3600,-3.4000 0.7600,-3.4100 0.8000,0.5800 -3.0300,0.6200 -3.0600,-2.5600 -0.3600,-2.5900
398	jtcxE69GiFV_fb1ac7e96b884d289aff3fe02bb3c248	8	0.9770	6.9600,-1.7700 6.9600,1.7300 -3.1700,1.7300 -3.1700,-1.6000 -0.3200,-1.6000 -0.3200,-0.7500 2.3600,-0.7500 2.3600,-1.7700	2.3500,-1.6900 6.9500,-1.7200 6.9600,1.7000 -3.1600,1.7600 -3.1800,-1.6600 -3.1400,-1.6600 -3.1400,-1.5600 -0.3300,-1.5700 -0.3200,-0.7400 2.3500,-0.7600
399	kEZ7cmS4wCh_3c4a8eb4ef504942b6df1937932aa3f2	8	0.9930	1.2200,-1.2600 1.2200,0.5900 -1.5400,0.5900 -1.5400,2.1200 -5.5200,2.1200 -5.5200,-4.0200 -1.5100,-4.0200 -1.5100,-1.2600	-5.5300,-4.0300 -1.5300,-4.0300 -1.5300,-1.2800 1.2200,-1.2800 1.2200,0.5700 -1.5200,0.5800 -1.5200,2.1100 -5.5200,2.1200
400	kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4	8	0.9910	6.3200,-1.2600 6.3200,1.6100 1.6800,1.6100 1.6800,0.4700 -1.3900,0.4700 -1.3900,-0.4800 2.3100,-0.4800 2.3100,-1.2600	2.4000,-1.2700 5.8500,-1.2700 5.8500,-1.1300 6.3200,-1.1300 6.3300,1.6100 1.6900,1.6200 1.6900,0.4800 -1.3900,0.4900 -1.3900,-0.4700 2.4100,-0.4800
401	mJXqzFtmKg4_0ed0d93b000d491585d3b8f8e6898d7c	6	0.9880	2.6900,-4.7900 2.6900,-0.0100 0.7900,-0.0100 0.7900,4.9100 -1.4200,4.9100 -1.4200,-4.7900	-1.4300,4.8900 -1.4300,4.1600 -1.2900,4.1600 -1.2800,3.6400 -1.4200,3.6400 -1.4000,-4.8000 2.7000,-4.7900 2.6900,-0.0100 0.7900,-0.0200 0.7800,4.9000
402	mJXqzFtmKg4_58c1ee4403b241b384060e71d2cf0256	6	0.9900	5.2200,-1.2800 5.2200,3.2000 0.3000,3.2000 0.3000,0.6400 -4.2000,0.6400 -4.2000,-1.2800	-4.2000,-1.2900 5.2200,-1.2600 5.2100,3.2100 0.2900,3.2000 0.3000,0.6400 -4.2000,0.6300
403	mJXqzFtmKg4_74b98484805f4ce6902f7001915b80bf	10	0.9820	4.3800,-1.4800 4.3800,1.3300 0.1200,1.3300 0.1200,0.6400 -3.0100,0.6400 -3.0100,-1.5700 -1.1800,-1.5700 -1.1800,-0.6100 0.1000,-0.6100 0.1000,-1.4800	-3.0100,-1.4900 -1.1800,-1.4900 -1.1800,-0.5800 0.1100,-0.5800 0.1100,-1.4900 4.3900,-1.4900 4.3800,1.3400 0.1100,1.3400 0.1100,0.6700 -3.0100,0.6700
404	mJXqzFtmKg4_972a6c55f1fd40ff8f32fab7fe82f5e7	6	0.9740	1.4200,-4.0600 1.4200,-0.4500 0.3400,-0.4500 0.3400,0.3300 -1.5500,0.3300 -1.5500,-4.0600	-1.5300,0.3300 -1.5300,-0.0400 -1.3700,-0.0400 -1.3700,-0.4500 -1.5400,-0.4500 -1.5700,-4.0600 1.4000,-4.0900 1.4300,-0.4700 0.3700,-0.4600 0.3700,0.3100
405	oLBMNvg9in8_124cb258e88347a99605655d1d69d8df	6	0.9940	0.8800,-4.3100 0.8800,1.5500 -3.2300,1.5500 -3.2300,-1.4400 -0.9900,-1.4400 -0.9900,-4.3100	-3.2200,1.5600 -3.2300,-1.4300 -1.0000,-1.4400 -1.0000,-4.3100 0.8600,-4.3100 0.8800,1.5500
406	oLBMNvg9in8_17b0a62ece1a46479ad80021b5b28eee	10	0.9470	4.1300,-1.7100 4.1300,3.5100 -0.3200,3.5100 -0.3200,0.5500 -0.9600,0.5500 -0.9600,3.2600 -5.7100,3.2600 -5.7100,-0.6700 -0.3000,-0.6700 -0.3000,-1.7100	-0.3300,-1.5700 4.0700,-1.6100 4.0700,-1.7000 4.1100,-1.7000 4.1600,3.4500 -0.2800,3.4900 -0.3100,0.6000 -0.9500,0.6000 -0.9200,3.5000 -1.0200,3.5000 -1.0200,3.3100 -5.6800,3.3600 -5.7100,-0.5000 -0.3200,-0.5500
407	oLBMNvg9in8_3568f636692c4bfe9159ebb15e86b78d	6	0.9970	0.9100,-2.0200 0.9100,3.7200 -4.6600,3.7200 -4.6600,-1.1400 -0.4100,-1.1400 -0.4100,-2.0200	-0.3600,-2.0200 0.9000,-2.0300 0.9100,3.7100 -4.6500,3.7200 -4.6600,-1.1300 -0.3600,-1.1400
408	oLBMNvg9in8_50b87256231240eeb2ccee2c6c28ec1c	6	0.9830	3.8100,-3.4400 3.8100,1.7700 0.9700,1.7700 0.9700,2.5200 -0.8400,2.5200 -0.8400,-3.4400	-0.8300,2.5500 -0.8500,-3.4100 3.8000,-3.4300 3.8200,1.7900 0.9700,1.8000 0.9700,2.5400
409	p5wJjkQkbXX_0e93040c3a574977ad36fa61e1d54897	8	0.9960	1.5600,-2.2500 1.5600,1.8500 0.5200,1.8500 0.5200,3.1600 -0.6200,3.1600 -0.6200,1.8700 -3.4000,1.8700 -3.4000,-2.2500	-3.4100,-2.2400 1.5500,-2.2600 1.5600,1.8500 0.5300,1.8600 0.5400,3.1600 -0.6300,3.1600 -0.6300,1.8600 -3.4000,1.8700
410	p5wJjkQkbXX_130eb894f4dc4bc4929831f54445c926	6	0.9840	1.3800,-4.1500 1.3800,1.3700 -3.2500,1.3700 -3.2500,-4.8700 -1.6200,-4.8700 -1.6200,-4.1500	-3.2400,-4.8900 -1.6800,-4.8900 -1.6800,-4.1600 1.3900,-4.1500 1.3600,1.3700 -3.2700,1.3500
411	p5wJjkQkbXX_1bbb3bf17efd4fbea301b8f2194d15ab	6	1.0000	3.6200,-3.2300 3.6200,0.5600 0.5100,0.5600 0.5100,1.2900 -0.5000,1.2900 -0.5000,-3.2300	-0.5000,-3.2300 3.6300,-3.2200 3.6200,0.5700 0.5000,0.5600 0.5000,1.3000 -0.5100,1.2900
412	p5wJjkQkbXX_216f559483e047469d81c24a67801f66	6	0.9920	3.2600,-2.9200 3.2600,0.2900 3.9200,0.2900 3.9200,1.2200 -0.5400,1.2200 -0.5400,-2.9200	-0.5400,-2.9100 3.2600,-2.9300 3.2800,0.2800 3.9400,0.2800 3.9400,1.2100 -0.5100,1.2400
413	p5wJjkQkbXX_31086714d7104f12b1a8068066cad127	8	0.9730	0.7700,-3.5000 0.7700,1.4500 -3.4400,1.4500 -3.4400,0.3400 -7.2300,0.3400 -7.2300,-0.7000 -3.3300,-0.7000 -3.3300,-3.5000	-3.3300,-3.5200 0.7900,-3.4800 0.7500,1.4600 -3.3700,1.4300 -3.3600,0.3400 -7.1100,0.3100 -7.1000,-0.6700 -3.3500,-0.6400
414	p5wJjkQkbXX_4ea8a0b3ea934457bfce7d1c54e256b0	8	0.9970	3.5900,-3.4100 3.5900,1.4700 -0.5500,1.4700 -0.5500,0.5300 -1.8300,0.5300 -1.8300,-0.5700 -0.5200,-0.5700 -0.5200,-3.4100	3.5800,1.4700 -0.5300,1.4600 -0.5300,0.5300 -1.8300,0.5200 -1.8300,-0.5700 -0.5300,-0.5700 -0.5200,-3.4100 3.6000,-3.4000
415	p5wJjkQkbXX_a2c880331c3d4e0294d048252dca60f1	6	0.9870	0.5500,-1.0200 0.5500,2.4900 -0.5700,2.4900 -0.5700,3.3600 -4.4100,3.3600 -4.4100,-1.0200	-4.4000,-1.0400 0.5700,-1.0100 0.5400,2.5100 -0.5800,2.5000 -0.5900,3.3600 -4.4300,3.3300
416	p5wJjkQkbXX_b63c954def2a4e86b44707384d727391	6	1.0000	2.8600,-0.6600 2.8600,2.3100 3.5300,2.3100 3.5300,3.1400 -0.5300,3.1400 -0.5300,-0.6600	-0.5400,3.1400 -0.5400,-0.6600 2.8600,-0.6600 2.8600,2.3100 3.5200,2.3100 3.5200,3.1400
417	p5wJjkQkbXX_ba4dee4c0dd9410480e5ddeb625cdc88	6	0.9950	3.4600,-4.1500 3.4600,-0.6000 0.5600,-0.6000 0.5600,0.3000 -0.5200,0.3000 -0.5200,-4.1500	-0.5300,-4.1400 3.4500,-4.1500 3.4600,-0.6000 0.5600,-0.5900 0.5600,0.3100 -0.5100,0.3200
418	p5wJjkQkbXX_cf90b02d6cdb45c480bfcdf4cbba79ac	6	0.9870	0.6000,-3.4700 0.6000,1.2200 1.4200,1.2200 1.4200,2.8600 -4.6200,2.8600 -4.6200,-3.4700	-4.6300,-3.4600 0.5900,-3.4900 0.6100,1.2100 1.4300,1.2000 1.4400,2.7100 0.7400,2.7200 0.7500,2.8400 -4.5900,2.8700
419	p5wJjkQkbXX_e4611e4d227a4a3e82a77d93640b2ce5	6	0.9990	4.4900,-1.1100 4.4900,3.4500 -1.6500,3.4500 -1.6500,1.7200 -0.8300,1.7200 -0.8300,-1.1100	-0.8400,-1.1100 4.4800,-1.1100 4.4800,3.4500 -1.6600,3.4500 -1.6600,1.7200 -0.8400,1.7200
420	p5wJjkQkbXX_e87237996a4e4c71a6aac65c3ef77b26	8	0.9820	3.0000,2.4900 1.8500,2.4900 1.8500,3.4400 -1.9000,3.4400 -1.9000,-0.5900 0.8400,-0.5900 0.8400,-1.0000 3.0000,-1.0000	-1.9200,-0.6100 0.8200,-0.6300 0.8100,-1.0300 2.9700,-1.0500 3.0000,2.4400 1.8400,2.4500 1.8500,3.4000 -1.8900,3.4300
421	p5wJjkQkbXX_eec88eb9fe534ed79ef172a3e115f54a	8	0.9780	0.5700,-2.7100 0.5700,0.8700 -0.5200,0.8700 -0.5200,1.7400 -4.3500,1.7400 -4.3500,-2.2900 -1.5000,-2.2900 -1.5000,-2.7100	-4.3900,-2.2900 -1.5400,-2.3300 -1.5400,-2.7400 0.4900,-2.7700 0.4900,-2.3600 0.5300,-2.3600 0.5800,0.8100 -0.5100,0.8200 -0.4900,1.7000 -4.3300,1.7500
422	p5wJjkQkbXX_fdad368d493446b5a174695b65a94f56	6	0.9980	6.0800,-0.9900 6.0800,0.6200 4.8800,0.6200 4.8800,4.0900 -0.8300,4.0900 -0.8300,-0.9900	-0.8000,-0.9900 6.1000,-0.9700 6.1000,0.6200 4.8900,0.6200 4.8800,4.1100 -0.8200,4.0900
